YEAR,effort_index,background_index,effort_minus_background_gap
2009,98.16755193910095,84.50205584335721,13.665496095743734
2014,96.87095610287338,86.5593669479087,10.311589154964679
2021,96.42288397444057,91.03170109922895,5.391182875211612
2023,96.35672227896522,90.51936333671917,5.8373589422460554
2025,98.57149245788226,92.30734438842602,6.26414806945624
